alue;etuus;vuosi;kuukausi;paiva;variable;val;type
Lappi;Perustoimeentulotuki;2020;10;2020-10-01;uudet saajat;205;Saajakotitaloudet
Lappi;Perustoimeentulotuki;2020;10;2020-10-01;aiemmin tukea saaneet;4054;Saajat
Lappi;Perustoimeentulotuki;2020;10;2020-10-01;aiemmin tukea saaneet;2839;Saajakotitaloudet
Pirkanmaa;Perustoimeentulotuki;2020;10;2020-10-01;uudet saajat;844;Saajat
Pirkanmaa;Perustoimeentulotuki;2020;10;2020-10-01;uudet saajat;667;Saajakotitaloudet
Pirkanmaa;Perustoimeentulotuki;2020;10;2020-10-01;aiemmin tukea saaneet;19840;Saajat
Pirkanmaa;Perustoimeentulotuki;2020;10;2020-10-01;aiemmin tukea saaneet;13885;Saajakotitaloudet
Pohjanmaa;Perustoimeentulotuki;2020;10;2020-10-01;uudet saajat;192;Saajat
Pohjanmaa;Perustoimeentulotuki;2020;10;2020-10-01;uudet saajat;153;Saajakotitaloudet
Pohjanmaa;Perustoimeentulotuki;2020;10;2020-10-01;aiemmin tukea saaneet;3934;Saajat
Pohjanmaa;Perustoimeentulotuki;2020;10;2020-10-01;aiemmin tukea saaneet;2372;Saajakotitaloudet
Pohjois-Karjala;Perustoimeentulotuki;2020;10;2020-10-01;uudet saajat;271;Saajat
Pohjois-Karjala;Perustoimeentulotuki;2020;10;2020-10-01;uudet saajat;210;Saajakotitaloudet
Pohjois-Karjala;Perustoimeentulotuki;2020;10;2020-10-01;aiemmin tukea saaneet;5305;Saajat
Pohjois-Karjala;Perustoimeentulotuki;2020;10;2020-10-01;aiemmin tukea saaneet;3783;Saajakotitaloudet
Pohjois-Pohjanmaa;Perustoimeentulotuki;2020;10;2020-10-01;uudet saajat;633;Saajat
Pohjois-Pohjanmaa;Perustoimeentulotuki;2020;10;2020-10-01;uudet saajat;465;Saajakotitaloudet
Pohjois-Pohjanmaa;Perustoimeentulotuki;2020;10;2020-10-01;aiemmin tukea saaneet;9973;Saajat
Pohjois-Pohjanmaa;Perustoimeentulotuki;2020;10;2020-10-01;aiemmin tukea saaneet;7105;Saajakotitaloudet
Pohjois-Savo;Perustoimeentulotuki;2020;10;2020-10-01;uudet saajat;386;Saajat
Pohjois-Savo;Perustoimeentulotuki;2020;10;2020-10-01;uudet saajat;329;Saajakotitaloudet
Pohjois-Savo;Perustoimeentulotuki;2020;10;2020-10-01;aiemmin tukea saaneet;8283;Saajat
Pohjois-Savo;Perustoimeentulotuki;2020;10;2020-10-01;aiemmin tukea saaneet;5889;Saajakotitaloudet
Päijät-Häme;Perustoimeentulotuki;2020;10;2020-10-01;uudet saajat;381;Saajat
Päijät-Häme;Perustoimeentulotuki;2020;10;2020-10-01;uudet saajat;295;Saajakotitaloudet
Päijät-Häme;Perustoimeentulotuki;2020;10;2020-10-01;aiemmin tukea saaneet;9203;Saajat
Päijät-Häme;Perustoimeentulotuki;2020;10;2020-10-01;aiemmin tukea saaneet;6321;Saajakotitaloudet
Satakunta;Perustoimeentulotuki;2020;10;2020-10-01;uudet saajat;323;Saajat
Satakunta;Perustoimeentulotuki;2020;10;2020-10-01;uudet saajat;241;Saajakotitaloudet
Satakunta;Perustoimeentulotuki;2020;10;2020-10-01;aiemmin tukea saaneet;4761;Saajat
Satakunta;Perustoimeentulotuki;2020;10;2020-10-01;aiemmin tukea saaneet;3452;Saajakotitaloudet
Uusimaa;Perustoimeentulotuki;2020;10;2020-10-01;uudet saajat;3174;Saajat
Uusimaa;Perustoimeentulotuki;2020;10;2020-10-01;uudet saajat;2393;Saajakotitaloudet
Uusimaa;Perustoimeentulotuki;2020;10;2020-10-01;aiemmin tukea saaneet;80343;Saajat
Uusimaa;Perustoimeentulotuki;2020;10;2020-10-01;aiemmin tukea saaneet;49676;Saajakotitaloudet
Varsinais-Suomi;Perustoimeentulotuki;2020;10;2020-10-01;uudet saajat;670;Saajat
Varsinais-Suomi;Perustoimeentulotuki;2020;10;2020-10-01;uudet saajat;521;Saajakotitaloudet
Varsinais-Suomi;Perustoimeentulotuki;2020;10;2020-10-01;aiemmin tukea saaneet;14694;Saajat
Varsinais-Suomi;Perustoimeentulotuki;2020;10;2020-10-01;aiemmin tukea saaneet;9651;Saajakotitaloudet
Etelä-Karjala;Perustoimeentulotuki;2020;11;2020-11-01;uudet saajat;226;Saajat
Etelä-Karjala;Perustoimeentulotuki;2020;11;2020-11-01;uudet saajat;168;Saajakotitaloudet
Etelä-Karjala;Perustoimeentulotuki;2020;11;2020-11-01;aiemmin tukea saaneet;3751;Saajat
Etelä-Karjala;Perustoimeentulotuki;2020;11;2020-11-01;aiemmin tukea saaneet;2717;Saajakotitaloudet
Etelä-Pohjanmaa;Perustoimeentulotuki;2020;11;2020-11-01;uudet saajat;230;Saajat
Etelä-Pohjanmaa;Perustoimeentulotuki;2020;11;2020-11-01;uudet saajat;185;Saajakotitaloudet
Etelä-Pohjanmaa;Perustoimeentulotuki;2020;11;2020-11-01;aiemmin tukea saaneet;4277;Saajat
Etelä-Pohjanmaa;Perustoimeentulotuki;2020;11;2020-11-01;aiemmin tukea saaneet;2938;Saajakotitaloudet
Etelä-Savo;Perustoimeentulotuki;2020;11;2020-11-01;uudet saajat;173;Saajat
Etelä-Savo;Perustoimeentulotuki;2020;11;2020-11-01;uudet saajat;147;Saajakotitaloudet
Etelä-Savo;Perustoimeentulotuki;2020;11;2020-11-01;aiemmin tukea saaneet;3934;Saajat
Etelä-Savo;Perustoimeentulotuki;2020;11;2020-11-01;aiemmin tukea saaneet;2840;Saajakotitaloudet
Kainuu;Perustoimeentulotuki;2020;11;2020-11-01;uudet saajat;71;Saajat
Kainuu;Perustoimeentulotuki;2020;11;2020-11-01;uudet saajat;62;Saajakotitaloudet
Kainuu;Perustoimeentulotuki;2020;11;2020-11-01;aiemmin tukea saaneet;1683;Saajat
Kainuu;Perustoimeentulotuki;2020;11;2020-11-01;aiemmin tukea saaneet;1238;Saajakotitaloudet
Kanta-Häme;Perustoimeentulotuki;2020;11;2020-11-01;uudet saajat;273;Saajat
Kanta-Häme;Perustoimeentulotuki;2020;11;2020-11-01;uudet saajat;209;Saajakotitaloudet
Kanta-Häme;Perustoimeentulotuki;2020;11;2020-11-01;aiemmin tukea saaneet;6057;Saajat
Kanta-Häme;Perustoimeentulotuki;2020;11;2020-11-01;aiemmin tukea saaneet;4165;Saajakotitaloudet
Keski-Pohjanmaa;Perustoimeentulotuki;2020;11;2020-11-01;uudet saajat;90;Saajat
Keski-Pohjanmaa;Perustoimeentulotuki;2020;11;2020-11-01;uudet saajat;68;Saajakotitaloudet
Keski-Pohjanmaa;Perustoimeentulotuki;2020;11;2020-11-01;aiemmin tukea saaneet;1347;Saajat
Keski-Pohjanmaa;Perustoimeentulotuki;2020;11;2020-11-01;aiemmin tukea saaneet;947;Saajakotitaloudet
Keski-Suomi;Perustoimeentulotuki;2020;11;2020-11-01;uudet saajat;469;Saajat
Keski-Suomi;Perustoimeentulotuki;2020;11;2020-11-01;uudet saajat;347;Saajakotitaloudet
Keski-Suomi;Perustoimeentulotuki;2020;11;2020-11-01;aiemmin tukea saaneet;10169;Saajat
Keski-Suomi;Perustoimeentulotuki;2020;11;2020-11-01;aiemmin tukea saaneet;7319;Saajakotitaloudet
Kymenlaakso;Perustoimeentulotuki;2020;11;2020-11-01;uudet saajat;253;Saajat
Kymenlaakso;Perustoimeentulotuki;2020;11;2020-11-01;uudet saajat;217;Saajakotitaloudet
Kymenlaakso;Perustoimeentulotuki;2020;11;2020-11-01;aiemmin tukea saaneet;5629;Saajat
Kymenlaakso;Perustoimeentulotuki;2020;11;2020-11-01;aiemmin tukea saaneet;3971;Saajakotitaloudet
Lappi;Perustoimeentulotuki;2020;11;2020-11-01;uudet saajat;290;Saajat
Lappi;Perustoimeentulotuki;2020;11;2020-11-01;uudet saajat;227;Saajakotitaloudet
Lappi;Perustoimeentulotuki;2020;11;2020-11-01;aiemmin tukea saaneet;4188;Saajat
Lappi;Perustoimeentulotuki;2020;11;2020-11-01;aiemmin tukea saaneet;2908;Saajakotitaloudet
Pirkanmaa;Perustoimeentulotuki;2020;11;2020-11-01;uudet saajat;905;Saajat
Pirkanmaa;Perustoimeentulotuki;2020;11;2020-11-01;uudet saajat;716;Saajakotitaloudet
Pirkanmaa;Perustoimeentulotuki;2020;11;2020-11-01;aiemmin tukea saaneet;20274;Saajat
Pirkanmaa;Perustoimeentulotuki;2020;11;2020-11-01;aiemmin tukea saaneet;14142;Saajakotitaloudet
Pohjanmaa;Perustoimeentulotuki;2020;11;2020-11-01;uudet saajat;253;Saajat
Pohjanmaa;Perustoimeentulotuki;2020;11;2020-11-01;uudet saajat;162;Saajakotitaloudet
Pohjanmaa;Perustoimeentulotuki;2020;11;2020-11-01;aiemmin tukea saaneet;4130;Saajat
Pohjanmaa;Perustoimeentulotuki;2020;11;2020-11-01;aiemmin tukea saaneet;2472;Saajakotitaloudet
Pohjois-Karjala;Perustoimeentulotuki;2020;11;2020-11-01;uudet saajat;286;Saajat
Pohjois-Karjala;Perustoimeentulotuki;2020;11;2020-11-01;uudet saajat;220;Saajakotitaloudet
Pohjois-Karjala;Perustoimeentulotuki;2020;11;2020-11-01;aiemmin tukea saaneet;5402;Saajat
Pohjois-Karjala;Perustoimeentulotuki;2020;11;2020-11-01;aiemmin tukea saaneet;3832;Saajakotitaloudet
Pohjois-Pohjanmaa;Perustoimeentulotuki;2020;11;2020-11-01;uudet saajat;619;Saajat
Pohjois-Pohjanmaa;Perustoimeentulotuki;2020;11;2020-11-01;uudet saajat;455;Saajakotitaloudet
Pohjois-Pohjanmaa;Perustoimeentulotuki;2020;11;2020-11-01;aiemmin tukea saaneet;10306;Saajat
Pohjois-Pohjanmaa;Perustoimeentulotuki;2020;11;2020-11-01;aiemmin tukea saaneet;7262;Saajakotitaloudet
Pohjois-Savo;Perustoimeentulotuki;2020;11;2020-11-01;uudet saajat;391;Saajat
Pohjois-Savo;Perustoimeentulotuki;2020;11;2020-11-01;uudet saajat;304;Saajakotitaloudet
Pohjois-Savo;Perustoimeentulotuki;2020;11;2020-11-01;aiemmin tukea saaneet;8390;Saajat
Pohjois-Savo;Perustoimeentulotuki;2020;11;2020-11-01;aiemmin tukea saaneet;5962;Saajakotitaloudet
Päijät-Häme;Perustoimeentulotuki;2020;11;2020-11-01;uudet saajat;382;Saajat
Päijät-Häme;Perustoimeentulotuki;2020;11;2020-11-01;uudet saajat;291;Saajakotitaloudet
Päijät-Häme;Perustoimeentulotuki;2020;11;2020-11-01;aiemmin tukea saaneet;9319;Saajat
Päijät-Häme;Perustoimeentulotuki;2020;11;2020-11-01;aiemmin tukea saaneet;6409;Saajakotitaloudet
Satakunta;Perustoimeentulotuki;2020;11;2020-11-01;uudet saajat;312;Saajat
Satakunta;Perustoimeentulotuki;2020;11;2020-11-01;uudet saajat;240;Saajakotitaloudet
Satakunta;Perustoimeentulotuki;2020;11;2020-11-01;aiemmin tukea saaneet;5052;Saajat
Satakunta;Perustoimeentulotuki;2020;11;2020-11-01;aiemmin tukea saaneet;3636;Saajakotitaloudet
Uusimaa;Perustoimeentulotuki;2020;11;2020-11-01;uudet saajat;3169;Saajat
Uusimaa;Perustoimeentulotuki;2020;11;2020-11-01;uudet saajat;2420;Saajakotitaloudet
Uusimaa;Perustoimeentulotuki;2020;11;2020-11-01;aiemmin tukea saaneet;82732;Saajat
Uusimaa;Perustoimeentulotuki;2020;11;2020-11-01;aiemmin tukea saaneet;50953;Saajakotitaloudet
Varsinais-Suomi;Perustoimeentulotuki;2020;11;2020-11-01;uudet saajat;779;Saajat
Varsinais-Suomi;Perustoimeentulotuki;2020;11;2020-11-01;uudet saajat;582;Saajakotitaloudet
Varsinais-Suomi;Perustoimeentulotuki;2020;11;2020-11-01;aiemmin tukea saaneet;15247;Saajat
Varsinais-Suomi;Perustoimeentulotuki;2020;11;2020-11-01;aiemmin tukea saaneet;9963;Saajakotitaloudet
Etelä-Karjala;Perustoimeentulotuki;2020;12;2020-12-01;uudet saajat;165;Saajat
Etelä-Karjala;Perustoimeentulotuki;2020;12;2020-12-01;uudet saajat;138;Saajakotitaloudet
Etelä-Karjala;Perustoimeentulotuki;2020;12;2020-12-01;aiemmin tukea saaneet;3909;Saajat
Etelä-Karjala;Perustoimeentulotuki;2020;12;2020-12-01;aiemmin tukea saaneet;2822;Saajakotitaloudet
Etelä-Pohjanmaa;Perustoimeentulotuki;2020;12;2020-12-01;uudet saajat;236;Saajat
Etelä-Pohjanmaa;Perustoimeentulotuki;2020;12;2020-12-01;uudet saajat;177;Saajakotitaloudet
Etelä-Pohjanmaa;Perustoimeentulotuki;2020;12;2020-12-01;aiemmin tukea saaneet;4213;Saajat
Etelä-Pohjanmaa;Perustoimeentulotuki;2020;12;2020-12-01;aiemmin tukea saaneet;2946;Saajakotitaloudet
Etelä-Savo;Perustoimeentulotuki;2020;12;2020-12-01;uudet saajat;204;Saajat
Etelä-Savo;Perustoimeentulotuki;2020;12;2020-12-01;uudet saajat;168;Saajakotitaloudet
Etelä-Savo;Perustoimeentulotuki;2020;12;2020-12-01;aiemmin tukea saaneet;4052;Saajat
Etelä-Savo;Perustoimeentulotuki;2020;12;2020-12-01;aiemmin tukea saaneet;2941;Saajakotitaloudet
Kainuu;Perustoimeentulotuki;2020;12;2020-12-01;uudet saajat;129;Saajat
Kainuu;Perustoimeentulotuki;2020;12;2020-12-01;uudet saajat;96;Saajakotitaloudet
Kainuu;Perustoimeentulotuki;2020;12;2020-12-01;aiemmin tukea saaneet;1730;Saajat
Kainuu;Perustoimeentulotuki;2020;12;2020-12-01;aiemmin tukea saaneet;1272;Saajakotitaloudet
Kanta-Häme;Perustoimeentulotuki;2020;12;2020-12-01;uudet saajat;252;Saajat
Kanta-Häme;Perustoimeentulotuki;2020;12;2020-12-01;uudet saajat;203;Saajakotitaloudet
Kanta-Häme;Perustoimeentulotuki;2020;12;2020-12-01;aiemmin tukea saaneet;6212;Saajat
Kanta-Häme;Perustoimeentulotuki;2020;12;2020-12-01;aiemmin tukea saaneet;4259;Saajakotitaloudet
Keski-Pohjanmaa;Perustoimeentulotuki;2020;12;2020-12-01;uudet saajat;117;Saajat
Keski-Pohjanmaa;Perustoimeentulotuki;2020;12;2020-12-01;uudet saajat;69;Saajakotitaloudet
Keski-Pohjanmaa;Perustoimeentulotuki;2020;12;2020-12-01;aiemmin tukea saaneet;1414;Saajat
Keski-Pohjanmaa;Perustoimeentulotuki;2020;12;2020-12-01;aiemmin tukea saaneet;985;Saajakotitaloudet
Keski-Suomi;Perustoimeentulotuki;2020;12;2020-12-01;uudet saajat;500;Saajat
Keski-Suomi;Perustoimeentulotuki;2020;12;2020-12-01;uudet saajat;408;Saajakotitaloudet
Keski-Suomi;Perustoimeentulotuki;2020;12;2020-12-01;aiemmin tukea saaneet;10340;Saajat
Keski-Suomi;Perustoimeentulotuki;2020;12;2020-12-01;aiemmin tukea saaneet;7461;Saajakotitaloudet
Kymenlaakso;Perustoimeentulotuki;2020;12;2020-12-01;uudet saajat;282;Saajat
Kymenlaakso;Perustoimeentulotuki;2020;12;2020-12-01;uudet saajat;228;Saajakotitaloudet
Kymenlaakso;Perustoimeentulotuki;2020;12;2020-12-01;aiemmin tukea saaneet;5665;Saajat
Kymenlaakso;Perustoimeentulotuki;2020;12;2020-12-01;aiemmin tukea saaneet;4032;Saajakotitaloudet
Lappi;Perustoimeentulotuki;2020;12;2020-12-01;uudet saajat;291;Saajat
Lappi;Perustoimeentulotuki;2020;12;2020-12-01;uudet saajat;229;Saajakotitaloudet
Lappi;Perustoimeentulotuki;2020;12;2020-12-01;aiemmin tukea saaneet;4391;Saajat
Lappi;Perustoimeentulotuki;2020;12;2020-12-01;aiemmin tukea saaneet;3034;Saajakotitaloudet
Pirkanmaa;Perustoimeentulotuki;2020;12;2020-12-01;uudet saajat;826;Saajat
Pirkanmaa;Perustoimeentulotuki;2020;12;2020-12-01;uudet saajat;672;Saajakotitaloudet
Pirkanmaa;Perustoimeentulotuki;2020;12;2020-12-01;aiemmin tukea saaneet;20574;Saajat
Pirkanmaa;Perustoimeentulotuki;2020;12;2020-12-01;aiemmin tukea saaneet;14336;Saajakotitaloudet
Pohjanmaa;Perustoimeentulotuki;2020;12;2020-12-01;uudet saajat;216;Saajat
Pohjanmaa;Perustoimeentulotuki;2020;12;2020-12-01;uudet saajat;159;Saajakotitaloudet
Pohjanmaa;Perustoimeentulotuki;2020;12;2020-12-01;aiemmin tukea saaneet;4316;Saajat
Pohjanmaa;Perustoimeentulotuki;2020;12;2020-12-01;aiemmin tukea saaneet;2573;Saajakotitaloudet
Pohjois-Karjala;Perustoimeentulotuki;2020;12;2020-12-01;uudet saajat;309;Saajat
Pohjois-Karjala;Perustoimeentulotuki;2020;12;2020-12-01;uudet saajat;239;Saajakotitaloudet
Pohjois-Karjala;Perustoimeentulotuki;2020;12;2020-12-01;aiemmin tukea saaneet;5546;Saajat
Pohjois-Karjala;Perustoimeentulotuki;2020;12;2020-12-01;aiemmin tukea saaneet;3968;Saajakotitaloudet
Pohjois-Pohjanmaa;Perustoimeentulotuki;2020;12;2020-12-01;uudet saajat;587;Saajat
Pohjois-Pohjanmaa;Perustoimeentulotuki;2020;12;2020-12-01;uudet saajat;454;Saajakotitaloudet
Pohjois-Pohjanmaa;Perustoimeentulotuki;2020;12;2020-12-01;aiemmin tukea saaneet;10643;Saajat
Pohjois-Pohjanmaa;Perustoimeentulotuki;2020;12;2020-12-01;aiemmin tukea saaneet;7515;Saajakotitaloudet
Pohjois-Savo;Perustoimeentulotuki;2020;12;2020-12-01;uudet saajat;423;Saajat
Pohjois-Savo;Perustoimeentulotuki;2020;12;2020-12-01;uudet saajat;345;Saajakotitaloudet
Pohjois-Savo;Perustoimeentulotuki;2020;12;2020-12-01;aiemmin tukea saaneet;8545;Saajat
Pohjois-Savo;Perustoimeentulotuki;2020;12;2020-12-01;aiemmin tukea saaneet;6108;Saajakotitaloudet
Päijät-Häme;Perustoimeentulotuki;2020;12;2020-12-01;uudet saajat;373;Saajat
Päijät-Häme;Perustoimeentulotuki;2020;12;2020-12-01;uudet saajat;313;Saajakotitaloudet
Päijät-Häme;Perustoimeentulotuki;2020;12;2020-12-01;aiemmin tukea saaneet;9463;Saajat
Päijät-Häme;Perustoimeentulotuki;2020;12;2020-12-01;aiemmin tukea saaneet;6517;Saajakotitaloudet
Satakunta;Perustoimeentulotuki;2020;12;2020-12-01;uudet saajat;293;Saajat
Satakunta;Perustoimeentulotuki;2020;12;2020-12-01;uudet saajat;246;Saajakotitaloudet
Satakunta;Perustoimeentulotuki;2020;12;2020-12-01;aiemmin tukea saaneet;5185;Saajat
Satakunta;Perustoimeentulotuki;2020;12;2020-12-01;aiemmin tukea saaneet;3735;Saajakotitaloudet
Uusimaa;Perustoimeentulotuki;2020;12;2020-12-01;uudet saajat;3167;Saajat
Uusimaa;Perustoimeentulotuki;2020;12;2020-12-01;uudet saajat;2444;Saajakotitaloudet
Uusimaa;Perustoimeentulotuki;2020;12;2020-12-01;aiemmin tukea saaneet;84335;Saajat
Uusimaa;Perustoimeentulotuki;2020;12;2020-12-01;aiemmin tukea saaneet;52055;Saajakotitaloudet
Varsinais-Suomi;Perustoimeentulotuki;2020;12;2020-12-01;uudet saajat;813;Saajat
Varsinais-Suomi;Perustoimeentulotuki;2020;12;2020-12-01;uudet saajat;579;Saajakotitaloudet
Varsinais-Suomi;Perustoimeentulotuki;2020;12;2020-12-01;aiemmin tukea saaneet;15472;Saajat
Varsinais-Suomi;Perustoimeentulotuki;2020;12;2020-12-01;aiemmin tukea saaneet;10178;Saajakotitaloudet
Etelä-Karjala;Perustoimeentulotuki;2021;1;2021-01-01;uudet saajat;187;Saajat
Etelä-Karjala;Perustoimeentulotuki;2021;1;2021-01-01;uudet saajat;152;Saajakotitaloudet
Etelä-Karjala;Perustoimeentulotuki;2021;1;2021-01-01;aiemmin tukea saaneet;3831;Saajat
Etelä-Karjala;Perustoimeentulotuki;2021;1;2021-01-01;aiemmin tukea saaneet;2753;Saajakotitaloudet
Etelä-Pohjanmaa;Perustoimeentulotuki;2021;1;2021-01-01;uudet saajat;233;Saajat
Etelä-Pohjanmaa;Perustoimeentulotuki;2021;1;2021-01-01;uudet saajat;161;Saajakotitaloudet
Etelä-Pohjanmaa;Perustoimeentulotuki;2021;1;2021-01-01;aiemmin tukea saaneet;4094;Saajat
Etelä-Pohjanmaa;Perustoimeentulotuki;2021;1;2021-01-01;aiemmin tukea saaneet;2860;Saajakotitaloudet
Etelä-Savo;Perustoimeentulotuki;2021;1;2021-01-01;uudet saajat;153;Saajat
Etelä-Savo;Perustoimeentulotuki;2021;1;2021-01-01;uudet saajat;133;Saajakotitaloudet
Etelä-Savo;Perustoimeentulotuki;2021;1;2021-01-01;aiemmin tukea saaneet;3887;Saajat
Etelä-Savo;Perustoimeentulotuki;2021;1;2021-01-01;aiemmin tukea saaneet;2828;Saajakotitaloudet
Kainuu;Perustoimeentulotuki;2021;1;2021-01-01;uudet saajat;109;Saajat
Kainuu;Perustoimeentulotuki;2021;1;2021-01-01;uudet saajat;90;Saajakotitaloudet
Kainuu;Perustoimeentulotuki;2021;1;2021-01-01;aiemmin tukea saaneet;1756;Saajat
Kainuu;Perustoimeentulotuki;2021;1;2021-01-01;aiemmin tukea saaneet;1264;Saajakotitaloudet
Kanta-Häme;Perustoimeentulotuki;2021;1;2021-01-01;uudet saajat;210;Saajat
Kanta-Häme;Perustoimeentulotuki;2021;1;2021-01-01;uudet saajat;172;Saajakotitaloudet
Kanta-Häme;Perustoimeentulotuki;2021;1;2021-01-01;aiemmin tukea saaneet;6034;Saajat
Kanta-Häme;Perustoimeentulotuki;2021;1;2021-01-01;aiemmin tukea saaneet;4161;Saajakotitaloudet
Keski-Pohjanmaa;Perustoimeentulotuki;2021;1;2021-01-01;uudet saajat;73;Saajat
Keski-Pohjanmaa;Perustoimeentulotuki;2021;1;2021-01-01;uudet saajat;57;Saajakotitaloudet
Keski-Pohjanmaa;Perustoimeentulotuki;2021;1;2021-01-01;aiemmin tukea saaneet;1371;Saajat
Keski-Pohjanmaa;Perustoimeentulotuki;2021;1;2021-01-01;aiemmin tukea saaneet;955;Saajakotitaloudet
Keski-Suomi;Perustoimeentulotuki;2021;1;2021-01-01;uudet saajat;401;Saajat
Keski-Suomi;Perustoimeentulotuki;2021;1;2021-01-01;uudet saajat;336;Saajakotitaloudet
Keski-Suomi;Perustoimeentulotuki;2021;1;2021-01-01;aiemmin tukea saaneet;10331;Saajat
Keski-Suomi;Perustoimeentulotuki;2021;1;2021-01-01;aiemmin tukea saaneet;7413;Saajakotitaloudet
Kymenlaakso;Perustoimeentulotuki;2021;1;2021-01-01;uudet saajat;242;Saajat
Kymenlaakso;Perustoimeentulotuki;2021;1;2021-01-01;uudet saajat;211;Saajakotitaloudet
Kymenlaakso;Perustoimeentulotuki;2021;1;2021-01-01;aiemmin tukea saaneet;5614;Saajat
Kymenlaakso;Perustoimeentulotuki;2021;1;2021-01-01;aiemmin tukea saaneet;3968;Saajakotitaloudet
Lappi;Perustoimeentulotuki;2021;1;2021-01-01;uudet saajat;246;Saajat
Lappi;Perustoimeentulotuki;2021;1;2021-01-01;uudet saajat;181;Saajakotitaloudet
Lappi;Perustoimeentulotuki;2021;1;2021-01-01;aiemmin tukea saaneet;4277;Saajat
Lappi;Perustoimeentulotuki;2021;1;2021-01-01;aiemmin tukea saaneet;2954;Saajakotitaloudet
Pirkanmaa;Perustoimeentulotuki;2021;1;2021-01-01;uudet saajat;719;Saajat
Pirkanmaa;Perustoimeentulotuki;2021;1;2021-01-01;uudet saajat;592;Saajakotitaloudet
Pirkanmaa;Perustoimeentulotuki;2021;1;2021-01-01;aiemmin tukea saaneet;20005;Saajat
Pirkanmaa;Perustoimeentulotuki;2021;1;2021-01-01;aiemmin tukea saaneet;13981;Saajakotitaloudet
Pohjanmaa;Perustoimeentulotuki;2021;1;2021-01-01;uudet saajat;169;Saajat
Pohjanmaa;Perustoimeentulotuki;2021;1;2021-01-01;uudet saajat;131;Saajakotitaloudet
Pohjanmaa;Perustoimeentulotuki;2021;1;2021-01-01;aiemmin tukea saaneet;4066;Saajat
Pohjanmaa;Perustoimeentulotuki;2021;1;2021-01-01;aiemmin tukea saaneet;2391;Saajakotitaloudet
Pohjois-Karjala;Perustoimeentulotuki;2021;1;2021-01-01;uudet saajat;224;Saajat
Pohjois-Karjala;Perustoimeentulotuki;2021;1;2021-01-01;uudet saajat;186;Saajakotitaloudet
Pohjois-Karjala;Perustoimeentulotuki;2021;1;2021-01-01;aiemmin tukea saaneet;5374;Saajat
Pohjois-Karjala;Perustoimeentulotuki;2021;1;2021-01-01;aiemmin tukea saaneet;3813;Saajakotitaloudet
Pohjois-Pohjanmaa;Perustoimeentulotuki;2021;1;2021-01-01;uudet saajat;558;Saajat
Pohjois-Pohjanmaa;Perustoimeentulotuki;2021;1;2021-01-01;uudet saajat;455;Saajakotitaloudet
Pohjois-Pohjanmaa;Perustoimeentulotuki;2021;1;2021-01-01;aiemmin tukea saaneet;10272;Saajat
Pohjois-Pohjanmaa;Perustoimeentulotuki;2021;1;2021-01-01;aiemmin tukea saaneet;7230;Saajakotitaloudet
Pohjois-Savo;Perustoimeentulotuki;2021;1;2021-01-01;uudet saajat;404;Saajat
Pohjois-Savo;Perustoimeentulotuki;2021;1;2021-01-01;uudet saajat;324;Saajakotitaloudet
Pohjois-Savo;Perustoimeentulotuki;2021;1;2021-01-01;aiemmin tukea saaneet;8497;Saajat
Pohjois-Savo;Perustoimeentulotuki;2021;1;2021-01-01;aiemmin tukea saaneet;6063;Saajakotitaloudet
Päijät-Häme;Perustoimeentulotuki;2021;1;2021-01-01;uudet saajat;303;Saajat
Päijät-Häme;Perustoimeentulotuki;2021;1;2021-01-01;uudet saajat;262;Saajakotitaloudet
Päijät-Häme;Perustoimeentulotuki;2021;1;2021-01-01;aiemmin tukea saaneet;9380;Saajat
Päijät-Häme;Perustoimeentulotuki;2021;1;2021-01-01;aiemmin tukea saaneet;6460;Saajakotitaloudet
Satakunta;Perustoimeentulotuki;2021;1;2021-01-01;uudet saajat;264;Saajat
Satakunta;Perustoimeentulotuki;2021;1;2021-01-01;uudet saajat;214;Saajakotitaloudet
Satakunta;Perustoimeentulotuki;2021;1;2021-01-01;aiemmin tukea saaneet;5118;Saajat
Satakunta;Perustoimeentulotuki;2021;1;2021-01-01;aiemmin tukea saaneet;3675;Saajakotitaloudet
Uusimaa;Perustoimeentulotuki;2021;1;2021-01-01;uudet saajat;2818;Saajat
Uusimaa;Perustoimeentulotuki;2021;1;2021-01-01;uudet saajat;2253;Saajakotitaloudet
Uusimaa;Perustoimeentulotuki;2021;1;2021-01-01;aiemmin tukea saaneet;83300;Saajat
Uusimaa;Perustoimeentulotuki;2021;1;2021-01-01;aiemmin tukea saaneet;51295;Saajakotitaloudet
Varsinais-Suomi;Perustoimeentulotuki;2021;1;2021-01-01;uudet saajat;669;Saajat
Varsinais-Suomi;Perustoimeentulotuki;2021;1;2021-01-01;uudet saajat;514;Saajakotitaloudet
Varsinais-Suomi;Perustoimeentulotuki;2021;1;2021-01-01;aiemmin tukea saaneet;15279;Saajat
Varsinais-Suomi;Perustoimeentulotuki;2021;1;2021-01-01;aiemmin tukea saaneet;9956;Saajakotitaloudet
