alue;etuus;vuosi;kuukausi;paiva;variable;val;type
Pohjois-Pohjanmaa;Perustoimeentulotuki;2019;11;2019-11-01;aiemmin tukea saaneet;7049;Saajakotitaloudet
Pohjois-Savo;Perustoimeentulotuki;2019;11;2019-11-01;uudet saajat;440;Saajat
Pohjois-Savo;Perustoimeentulotuki;2019;11;2019-11-01;uudet saajat;345;Saajakotitaloudet
Pohjois-Savo;Perustoimeentulotuki;2019;11;2019-11-01;aiemmin tukea saaneet;8681;Saajat
Pohjois-Savo;Perustoimeentulotuki;2019;11;2019-11-01;aiemmin tukea saaneet;5935;Saajakotitaloudet
Päijät-Häme;Perustoimeentulotuki;2019;11;2019-11-01;uudet saajat;415;Saajat
Päijät-Häme;Perustoimeentulotuki;2019;11;2019-11-01;uudet saajat;326;Saajakotitaloudet
Päijät-Häme;Perustoimeentulotuki;2019;11;2019-11-01;aiemmin tukea saaneet;9239;Saajat
Päijät-Häme;Perustoimeentulotuki;2019;11;2019-11-01;aiemmin tukea saaneet;6232;Saajakotitaloudet
Satakunta;Perustoimeentulotuki;2019;11;2019-11-01;uudet saajat;333;Saajat
Satakunta;Perustoimeentulotuki;2019;11;2019-11-01;uudet saajat;249;Saajakotitaloudet
Satakunta;Perustoimeentulotuki;2019;11;2019-11-01;aiemmin tukea saaneet;5104;Saajat
Satakunta;Perustoimeentulotuki;2019;11;2019-11-01;aiemmin tukea saaneet;3691;Saajakotitaloudet
Uusimaa;Perustoimeentulotuki;2019;11;2019-11-01;uudet saajat;2975;Saajat
Uusimaa;Perustoimeentulotuki;2019;11;2019-11-01;uudet saajat;2225;Saajakotitaloudet
Uusimaa;Perustoimeentulotuki;2019;11;2019-11-01;aiemmin tukea saaneet;78412;Saajat
Uusimaa;Perustoimeentulotuki;2019;11;2019-11-01;aiemmin tukea saaneet;47924;Saajakotitaloudet
Varsinais-Suomi;Perustoimeentulotuki;2019;11;2019-11-01;uudet saajat;767;Saajat
Varsinais-Suomi;Perustoimeentulotuki;2019;11;2019-11-01;uudet saajat;601;Saajakotitaloudet
Varsinais-Suomi;Perustoimeentulotuki;2019;11;2019-11-01;aiemmin tukea saaneet;14899;Saajat
Varsinais-Suomi;Perustoimeentulotuki;2019;11;2019-11-01;aiemmin tukea saaneet;9661;Saajakotitaloudet
Etelä-Karjala;Perustoimeentulotuki;2019;12;2019-12-01;uudet saajat;189;Saajat
Etelä-Karjala;Perustoimeentulotuki;2019;12;2019-12-01;uudet saajat;149;Saajakotitaloudet
Etelä-Karjala;Perustoimeentulotuki;2019;12;2019-12-01;aiemmin tukea saaneet;3798;Saajat
Etelä-Karjala;Perustoimeentulotuki;2019;12;2019-12-01;aiemmin tukea saaneet;2686;Saajakotitaloudet
Etelä-Pohjanmaa;Perustoimeentulotuki;2019;12;2019-12-01;uudet saajat;243;Saajat
Etelä-Pohjanmaa;Perustoimeentulotuki;2019;12;2019-12-01;uudet saajat;177;Saajakotitaloudet
Etelä-Pohjanmaa;Perustoimeentulotuki;2019;12;2019-12-01;aiemmin tukea saaneet;4184;Saajat
Etelä-Pohjanmaa;Perustoimeentulotuki;2019;12;2019-12-01;aiemmin tukea saaneet;2814;Saajakotitaloudet
Etelä-Savo;Perustoimeentulotuki;2019;12;2019-12-01;uudet saajat;210;Saajat
Etelä-Savo;Perustoimeentulotuki;2019;12;2019-12-01;uudet saajat;166;Saajakotitaloudet
Etelä-Savo;Perustoimeentulotuki;2019;12;2019-12-01;aiemmin tukea saaneet;3960;Saajat
Etelä-Savo;Perustoimeentulotuki;2019;12;2019-12-01;aiemmin tukea saaneet;2788;Saajakotitaloudet
Kainuu;Perustoimeentulotuki;2019;12;2019-12-01;uudet saajat;101;Saajat
Kainuu;Perustoimeentulotuki;2019;12;2019-12-01;uudet saajat;84;Saajakotitaloudet
Kainuu;Perustoimeentulotuki;2019;12;2019-12-01;aiemmin tukea saaneet;1749;Saajat
Kainuu;Perustoimeentulotuki;2019;12;2019-12-01;aiemmin tukea saaneet;1277;Saajakotitaloudet
Kanta-Häme;Perustoimeentulotuki;2019;12;2019-12-01;uudet saajat;269;Saajat
Kanta-Häme;Perustoimeentulotuki;2019;12;2019-12-01;uudet saajat;198;Saajakotitaloudet
Kanta-Häme;Perustoimeentulotuki;2019;12;2019-12-01;aiemmin tukea saaneet;5954;Saajat
Kanta-Häme;Perustoimeentulotuki;2019;12;2019-12-01;aiemmin tukea saaneet;3951;Saajakotitaloudet
Keski-Pohjanmaa;Perustoimeentulotuki;2019;12;2019-12-01;uudet saajat;72;Saajat
Keski-Pohjanmaa;Perustoimeentulotuki;2019;12;2019-12-01;uudet saajat;60;Saajakotitaloudet
Keski-Pohjanmaa;Perustoimeentulotuki;2019;12;2019-12-01;aiemmin tukea saaneet;1356;Saajat
Keski-Pohjanmaa;Perustoimeentulotuki;2019;12;2019-12-01;aiemmin tukea saaneet;925;Saajakotitaloudet
Keski-Suomi;Perustoimeentulotuki;2019;12;2019-12-01;uudet saajat;444;Saajat
Keski-Suomi;Perustoimeentulotuki;2019;12;2019-12-01;uudet saajat;345;Saajakotitaloudet
Keski-Suomi;Perustoimeentulotuki;2019;12;2019-12-01;aiemmin tukea saaneet;9870;Saajat
Keski-Suomi;Perustoimeentulotuki;2019;12;2019-12-01;aiemmin tukea saaneet;6984;Saajakotitaloudet
Kymenlaakso;Perustoimeentulotuki;2019;12;2019-12-01;uudet saajat;291;Saajat
Kymenlaakso;Perustoimeentulotuki;2019;12;2019-12-01;uudet saajat;219;Saajakotitaloudet
Kymenlaakso;Perustoimeentulotuki;2019;12;2019-12-01;aiemmin tukea saaneet;5711;Saajat
Kymenlaakso;Perustoimeentulotuki;2019;12;2019-12-01;aiemmin tukea saaneet;3923;Saajakotitaloudet
Lappi;Perustoimeentulotuki;2019;12;2019-12-01;uudet saajat;285;Saajat
Lappi;Perustoimeentulotuki;2019;12;2019-12-01;uudet saajat;203;Saajakotitaloudet
Lappi;Perustoimeentulotuki;2019;12;2019-12-01;aiemmin tukea saaneet;4258;Saajat
Lappi;Perustoimeentulotuki;2019;12;2019-12-01;aiemmin tukea saaneet;2851;Saajakotitaloudet
Pirkanmaa;Perustoimeentulotuki;2019;12;2019-12-01;uudet saajat;893;Saajat
Pirkanmaa;Perustoimeentulotuki;2019;12;2019-12-01;uudet saajat;661;Saajakotitaloudet
Pirkanmaa;Perustoimeentulotuki;2019;12;2019-12-01;aiemmin tukea saaneet;19544;Saajat
Pirkanmaa;Perustoimeentulotuki;2019;12;2019-12-01;aiemmin tukea saaneet;13270;Saajakotitaloudet
Pohjanmaa;Perustoimeentulotuki;2019;12;2019-12-01;uudet saajat;169;Saajat
Pohjanmaa;Perustoimeentulotuki;2019;12;2019-12-01;uudet saajat;113;Saajakotitaloudet
Pohjanmaa;Perustoimeentulotuki;2019;12;2019-12-01;aiemmin tukea saaneet;4139;Saajat
Pohjanmaa;Perustoimeentulotuki;2019;12;2019-12-01;aiemmin tukea saaneet;2406;Saajakotitaloudet
Pohjois-Karjala;Perustoimeentulotuki;2019;12;2019-12-01;uudet saajat;288;Saajat
Pohjois-Karjala;Perustoimeentulotuki;2019;12;2019-12-01;uudet saajat;216;Saajakotitaloudet
Pohjois-Karjala;Perustoimeentulotuki;2019;12;2019-12-01;aiemmin tukea saaneet;5465;Saajat
Pohjois-Karjala;Perustoimeentulotuki;2019;12;2019-12-01;aiemmin tukea saaneet;3820;Saajakotitaloudet
Pohjois-Pohjanmaa;Perustoimeentulotuki;2019;12;2019-12-01;uudet saajat;633;Saajat
Pohjois-Pohjanmaa;Perustoimeentulotuki;2019;12;2019-12-01;uudet saajat;427;Saajakotitaloudet
Pohjois-Pohjanmaa;Perustoimeentulotuki;2019;12;2019-12-01;aiemmin tukea saaneet;10415;Saajat
Pohjois-Pohjanmaa;Perustoimeentulotuki;2019;12;2019-12-01;aiemmin tukea saaneet;7164;Saajakotitaloudet
Pohjois-Savo;Perustoimeentulotuki;2019;12;2019-12-01;uudet saajat;388;Saajat
Pohjois-Savo;Perustoimeentulotuki;2019;12;2019-12-01;uudet saajat;312;Saajakotitaloudet
Pohjois-Savo;Perustoimeentulotuki;2019;12;2019-12-01;aiemmin tukea saaneet;8589;Saajat
Pohjois-Savo;Perustoimeentulotuki;2019;12;2019-12-01;aiemmin tukea saaneet;5888;Saajakotitaloudet
Päijät-Häme;Perustoimeentulotuki;2019;12;2019-12-01;uudet saajat;410;Saajat
Päijät-Häme;Perustoimeentulotuki;2019;12;2019-12-01;uudet saajat;303;Saajakotitaloudet
Päijät-Häme;Perustoimeentulotuki;2019;12;2019-12-01;aiemmin tukea saaneet;9156;Saajat
Päijät-Häme;Perustoimeentulotuki;2019;12;2019-12-01;aiemmin tukea saaneet;6188;Saajakotitaloudet
Satakunta;Perustoimeentulotuki;2019;12;2019-12-01;uudet saajat;326;Saajat
Satakunta;Perustoimeentulotuki;2019;12;2019-12-01;uudet saajat;253;Saajakotitaloudet
Satakunta;Perustoimeentulotuki;2019;12;2019-12-01;aiemmin tukea saaneet;5003;Saajat
Satakunta;Perustoimeentulotuki;2019;12;2019-12-01;aiemmin tukea saaneet;3582;Saajakotitaloudet
Uusimaa;Perustoimeentulotuki;2019;12;2019-12-01;uudet saajat;2705;Saajat
Uusimaa;Perustoimeentulotuki;2019;12;2019-12-01;uudet saajat;1953;Saajakotitaloudet
Uusimaa;Perustoimeentulotuki;2019;12;2019-12-01;aiemmin tukea saaneet;77454;Saajat
Uusimaa;Perustoimeentulotuki;2019;12;2019-12-01;aiemmin tukea saaneet;47343;Saajakotitaloudet
Varsinais-Suomi;Perustoimeentulotuki;2019;12;2019-12-01;uudet saajat;764;Saajat
Varsinais-Suomi;Perustoimeentulotuki;2019;12;2019-12-01;uudet saajat;570;Saajakotitaloudet
Varsinais-Suomi;Perustoimeentulotuki;2019;12;2019-12-01;aiemmin tukea saaneet;14620;Saajat
Varsinais-Suomi;Perustoimeentulotuki;2019;12;2019-12-01;aiemmin tukea saaneet;9441;Saajakotitaloudet
Etelä-Karjala;Perustoimeentulotuki;2020;1;2020-01-01;uudet saajat;274;Saajat
Etelä-Karjala;Perustoimeentulotuki;2020;1;2020-01-01;uudet saajat;189;Saajakotitaloudet
Etelä-Karjala;Perustoimeentulotuki;2020;1;2020-01-01;aiemmin tukea saaneet;3889;Saajat
Etelä-Karjala;Perustoimeentulotuki;2020;1;2020-01-01;aiemmin tukea saaneet;2727;Saajakotitaloudet
Etelä-Pohjanmaa;Perustoimeentulotuki;2020;1;2020-01-01;uudet saajat;349;Saajat
Etelä-Pohjanmaa;Perustoimeentulotuki;2020;1;2020-01-01;uudet saajat;223;Saajakotitaloudet
Etelä-Pohjanmaa;Perustoimeentulotuki;2020;1;2020-01-01;aiemmin tukea saaneet;4286;Saajat
Etelä-Pohjanmaa;Perustoimeentulotuki;2020;1;2020-01-01;aiemmin tukea saaneet;2879;Saajakotitaloudet
Etelä-Savo;Perustoimeentulotuki;2020;1;2020-01-01;uudet saajat;268;Saajat
Etelä-Savo;Perustoimeentulotuki;2020;1;2020-01-01;uudet saajat;203;Saajakotitaloudet
Etelä-Savo;Perustoimeentulotuki;2020;1;2020-01-01;aiemmin tukea saaneet;4056;Saajat
Etelä-Savo;Perustoimeentulotuki;2020;1;2020-01-01;aiemmin tukea saaneet;2849;Saajakotitaloudet
Kainuu;Perustoimeentulotuki;2020;1;2020-01-01;uudet saajat;138;Saajat
Kainuu;Perustoimeentulotuki;2020;1;2020-01-01;uudet saajat;108;Saajakotitaloudet
Kainuu;Perustoimeentulotuki;2020;1;2020-01-01;aiemmin tukea saaneet;1744;Saajat
Kainuu;Perustoimeentulotuki;2020;1;2020-01-01;aiemmin tukea saaneet;1245;Saajakotitaloudet
Kanta-Häme;Perustoimeentulotuki;2020;1;2020-01-01;uudet saajat;335;Saajat
Kanta-Häme;Perustoimeentulotuki;2020;1;2020-01-01;uudet saajat;244;Saajakotitaloudet
Kanta-Häme;Perustoimeentulotuki;2020;1;2020-01-01;aiemmin tukea saaneet;6047;Saajat
Kanta-Häme;Perustoimeentulotuki;2020;1;2020-01-01;aiemmin tukea saaneet;4070;Saajakotitaloudet
Keski-Pohjanmaa;Perustoimeentulotuki;2020;1;2020-01-01;uudet saajat;132;Saajat
Keski-Pohjanmaa;Perustoimeentulotuki;2020;1;2020-01-01;uudet saajat;80;Saajakotitaloudet
Keski-Pohjanmaa;Perustoimeentulotuki;2020;1;2020-01-01;aiemmin tukea saaneet;1362;Saajat
Keski-Pohjanmaa;Perustoimeentulotuki;2020;1;2020-01-01;aiemmin tukea saaneet;922;Saajakotitaloudet
Keski-Suomi;Perustoimeentulotuki;2020;1;2020-01-01;uudet saajat;649;Saajat
Keski-Suomi;Perustoimeentulotuki;2020;1;2020-01-01;uudet saajat;436;Saajakotitaloudet
Keski-Suomi;Perustoimeentulotuki;2020;1;2020-01-01;aiemmin tukea saaneet;10119;Saajat
Keski-Suomi;Perustoimeentulotuki;2020;1;2020-01-01;aiemmin tukea saaneet;7137;Saajakotitaloudet
Kymenlaakso;Perustoimeentulotuki;2020;1;2020-01-01;uudet saajat;379;Saajat
Kymenlaakso;Perustoimeentulotuki;2020;1;2020-01-01;uudet saajat;280;Saajakotitaloudet
Kymenlaakso;Perustoimeentulotuki;2020;1;2020-01-01;aiemmin tukea saaneet;5811;Saajat
Kymenlaakso;Perustoimeentulotuki;2020;1;2020-01-01;aiemmin tukea saaneet;4008;Saajakotitaloudet
Lappi;Perustoimeentulotuki;2020;1;2020-01-01;uudet saajat;357;Saajat
Lappi;Perustoimeentulotuki;2020;1;2020-01-01;uudet saajat;248;Saajakotitaloudet
Lappi;Perustoimeentulotuki;2020;1;2020-01-01;aiemmin tukea saaneet;4302;Saajat
Lappi;Perustoimeentulotuki;2020;1;2020-01-01;aiemmin tukea saaneet;2873;Saajakotitaloudet
Pirkanmaa;Perustoimeentulotuki;2020;1;2020-01-01;uudet saajat;1149;Saajat
Pirkanmaa;Perustoimeentulotuki;2020;1;2020-01-01;uudet saajat;849;Saajakotitaloudet
Pirkanmaa;Perustoimeentulotuki;2020;1;2020-01-01;aiemmin tukea saaneet;20115;Saajat
Pirkanmaa;Perustoimeentulotuki;2020;1;2020-01-01;aiemmin tukea saaneet;13571;Saajakotitaloudet
Pohjanmaa;Perustoimeentulotuki;2020;1;2020-01-01;uudet saajat;282;Saajat
Pohjanmaa;Perustoimeentulotuki;2020;1;2020-01-01;uudet saajat;189;Saajakotitaloudet
Pohjanmaa;Perustoimeentulotuki;2020;1;2020-01-01;aiemmin tukea saaneet;4273;Saajat
Pohjanmaa;Perustoimeentulotuki;2020;1;2020-01-01;aiemmin tukea saaneet;2418;Saajakotitaloudet
Pohjois-Karjala;Perustoimeentulotuki;2020;1;2020-01-01;uudet saajat;421;Saajat
Pohjois-Karjala;Perustoimeentulotuki;2020;1;2020-01-01;uudet saajat;312;Saajakotitaloudet
Pohjois-Karjala;Perustoimeentulotuki;2020;1;2020-01-01;aiemmin tukea saaneet;5621;Saajat
Pohjois-Karjala;Perustoimeentulotuki;2020;1;2020-01-01;aiemmin tukea saaneet;3861;Saajakotitaloudet
Pohjois-Pohjanmaa;Perustoimeentulotuki;2020;1;2020-01-01;uudet saajat;826;Saajat
Pohjois-Pohjanmaa;Perustoimeentulotuki;2020;1;2020-01-01;uudet saajat;554;Saajakotitaloudet
Pohjois-Pohjanmaa;Perustoimeentulotuki;2020;1;2020-01-01;aiemmin tukea saaneet;10496;Saajat
Pohjois-Pohjanmaa;Perustoimeentulotuki;2020;1;2020-01-01;aiemmin tukea saaneet;7190;Saajakotitaloudet
Pohjois-Savo;Perustoimeentulotuki;2020;1;2020-01-01;uudet saajat;568;Saajat
Pohjois-Savo;Perustoimeentulotuki;2020;1;2020-01-01;uudet saajat;423;Saajakotitaloudet
Pohjois-Savo;Perustoimeentulotuki;2020;1;2020-01-01;aiemmin tukea saaneet;8822;Saajat
Pohjois-Savo;Perustoimeentulotuki;2020;1;2020-01-01;aiemmin tukea saaneet;6043;Saajakotitaloudet
Päijät-Häme;Perustoimeentulotuki;2020;1;2020-01-01;uudet saajat;421;Saajat
Päijät-Häme;Perustoimeentulotuki;2020;1;2020-01-01;uudet saajat;303;Saajakotitaloudet
Päijät-Häme;Perustoimeentulotuki;2020;1;2020-01-01;aiemmin tukea saaneet;9335;Saajat
Päijät-Häme;Perustoimeentulotuki;2020;1;2020-01-01;aiemmin tukea saaneet;6301;Saajakotitaloudet
Satakunta;Perustoimeentulotuki;2020;1;2020-01-01;uudet saajat;400;Saajat
Satakunta;Perustoimeentulotuki;2020;1;2020-01-01;uudet saajat;268;Saajakotitaloudet
Satakunta;Perustoimeentulotuki;2020;1;2020-01-01;aiemmin tukea saaneet;5229;Saajat
Satakunta;Perustoimeentulotuki;2020;1;2020-01-01;aiemmin tukea saaneet;3710;Saajakotitaloudet
Uusimaa;Perustoimeentulotuki;2020;1;2020-01-01;uudet saajat;3807;Saajat
Uusimaa;Perustoimeentulotuki;2020;1;2020-01-01;uudet saajat;2580;Saajakotitaloudet
Uusimaa;Perustoimeentulotuki;2020;1;2020-01-01;aiemmin tukea saaneet;78970;Saajat
Uusimaa;Perustoimeentulotuki;2020;1;2020-01-01;aiemmin tukea saaneet;47913;Saajakotitaloudet
Varsinais-Suomi;Perustoimeentulotuki;2020;1;2020-01-01;uudet saajat;1004;Saajat
Varsinais-Suomi;Perustoimeentulotuki;2020;1;2020-01-01;uudet saajat;690;Saajakotitaloudet
Varsinais-Suomi;Perustoimeentulotuki;2020;1;2020-01-01;aiemmin tukea saaneet;15127;Saajat
Varsinais-Suomi;Perustoimeentulotuki;2020;1;2020-01-01;aiemmin tukea saaneet;9661;Saajakotitaloudet
Etelä-Karjala;Perustoimeentulotuki;2020;2;2020-02-01;uudet saajat;217;Saajat
Etelä-Karjala;Perustoimeentulotuki;2020;2;2020-02-01;uudet saajat;176;Saajakotitaloudet
Etelä-Karjala;Perustoimeentulotuki;2020;2;2020-02-01;aiemmin tukea saaneet;4030;Saajat
Etelä-Karjala;Perustoimeentulotuki;2020;2;2020-02-01;aiemmin tukea saaneet;2803;Saajakotitaloudet
Etelä-Pohjanmaa;Perustoimeentulotuki;2020;2;2020-02-01;uudet saajat;362;Saajat
Etelä-Pohjanmaa;Perustoimeentulotuki;2020;2;2020-02-01;uudet saajat;253;Saajakotitaloudet
Etelä-Pohjanmaa;Perustoimeentulotuki;2020;2;2020-02-01;aiemmin tukea saaneet;4461;Saajat
Etelä-Pohjanmaa;Perustoimeentulotuki;2020;2;2020-02-01;aiemmin tukea saaneet;2970;Saajakotitaloudet
Etelä-Savo;Perustoimeentulotuki;2020;2;2020-02-01;uudet saajat;296;Saajat
Etelä-Savo;Perustoimeentulotuki;2020;2;2020-02-01;uudet saajat;208;Saajakotitaloudet
Etelä-Savo;Perustoimeentulotuki;2020;2;2020-02-01;aiemmin tukea saaneet;4179;Saajat
Etelä-Savo;Perustoimeentulotuki;2020;2;2020-02-01;aiemmin tukea saaneet;2908;Saajakotitaloudet
Kainuu;Perustoimeentulotuki;2020;2;2020-02-01;uudet saajat;158;Saajat
Kainuu;Perustoimeentulotuki;2020;2;2020-02-01;uudet saajat;92;Saajakotitaloudet
Kainuu;Perustoimeentulotuki;2020;2;2020-02-01;aiemmin tukea saaneet;1794;Saajat
Kainuu;Perustoimeentulotuki;2020;2;2020-02-01;aiemmin tukea saaneet;1293;Saajakotitaloudet
Kanta-Häme;Perustoimeentulotuki;2020;2;2020-02-01;uudet saajat;323;Saajat
Kanta-Häme;Perustoimeentulotuki;2020;2;2020-02-01;uudet saajat;222;Saajakotitaloudet
Kanta-Häme;Perustoimeentulotuki;2020;2;2020-02-01;aiemmin tukea saaneet;6201;Saajat
Kanta-Häme;Perustoimeentulotuki;2020;2;2020-02-01;aiemmin tukea saaneet;4155;Saajakotitaloudet
Keski-Pohjanmaa;Perustoimeentulotuki;2020;2;2020-02-01;uudet saajat;106;Saajat
Keski-Pohjanmaa;Perustoimeentulotuki;2020;2;2020-02-01;uudet saajat;74;Saajakotitaloudet
Keski-Pohjanmaa;Perustoimeentulotuki;2020;2;2020-02-01;aiemmin tukea saaneet;1432;Saajat
Keski-Pohjanmaa;Perustoimeentulotuki;2020;2;2020-02-01;aiemmin tukea saaneet;964;Saajakotitaloudet
Keski-Suomi;Perustoimeentulotuki;2020;2;2020-02-01;uudet saajat;602;Saajat
Keski-Suomi;Perustoimeentulotuki;2020;2;2020-02-01;uudet saajat;460;Saajakotitaloudet
Keski-Suomi;Perustoimeentulotuki;2020;2;2020-02-01;aiemmin tukea saaneet;10439;Saajat
Keski-Suomi;Perustoimeentulotuki;2020;2;2020-02-01;aiemmin tukea saaneet;7244;Saajakotitaloudet
Kymenlaakso;Perustoimeentulotuki;2020;2;2020-02-01;uudet saajat;389;Saajat
Kymenlaakso;Perustoimeentulotuki;2020;2;2020-02-01;uudet saajat;271;Saajakotitaloudet
Kymenlaakso;Perustoimeentulotuki;2020;2;2020-02-01;aiemmin tukea saaneet;5968;Saajat
Kymenlaakso;Perustoimeentulotuki;2020;2;2020-02-01;aiemmin tukea saaneet;4121;Saajakotitaloudet
Lappi;Perustoimeentulotuki;2020;2;2020-02-01;uudet saajat;355;Saajat
Lappi;Perustoimeentulotuki;2020;2;2020-02-01;uudet saajat;261;Saajakotitaloudet
Lappi;Perustoimeentulotuki;2020;2;2020-02-01;aiemmin tukea saaneet;4446;Saajat
Lappi;Perustoimeentulotuki;2020;2;2020-02-01;aiemmin tukea saaneet;2919;Saajakotitaloudet
Pirkanmaa;Perustoimeentulotuki;2020;2;2020-02-01;uudet saajat;1070;Saajat
Pirkanmaa;Perustoimeentulotuki;2020;2;2020-02-01;uudet saajat;797;Saajakotitaloudet
Pirkanmaa;Perustoimeentulotuki;2020;2;2020-02-01;aiemmin tukea saaneet;20564;Saajat
Pirkanmaa;Perustoimeentulotuki;2020;2;2020-02-01;aiemmin tukea saaneet;13928;Saajakotitaloudet
Pohjanmaa;Perustoimeentulotuki;2020;2;2020-02-01;uudet saajat;263;Saajat
Pohjanmaa;Perustoimeentulotuki;2020;2;2020-02-01;uudet saajat;172;Saajakotitaloudet
Pohjanmaa;Perustoimeentulotuki;2020;2;2020-02-01;aiemmin tukea saaneet;4316;Saajat
Pohjanmaa;Perustoimeentulotuki;2020;2;2020-02-01;aiemmin tukea saaneet;2477;Saajakotitaloudet
Pohjois-Karjala;Perustoimeentulotuki;2020;2;2020-02-01;uudet saajat;359;Saajat
Pohjois-Karjala;Perustoimeentulotuki;2020;2;2020-02-01;uudet saajat;276;Saajakotitaloudet
Pohjois-Karjala;Perustoimeentulotuki;2020;2;2020-02-01;aiemmin tukea saaneet;5840;Saajat
Pohjois-Karjala;Perustoimeentulotuki;2020;2;2020-02-01;aiemmin tukea saaneet;4018;Saajakotitaloudet
Pohjois-Pohjanmaa;Perustoimeentulotuki;2020;2;2020-02-01;uudet saajat;809;Saajat
Pohjois-Pohjanmaa;Perustoimeentulotuki;2020;2;2020-02-01;uudet saajat;564;Saajakotitaloudet
Pohjois-Pohjanmaa;Perustoimeentulotuki;2020;2;2020-02-01;aiemmin tukea saaneet;10851;Saajat
Pohjois-Pohjanmaa;Perustoimeentulotuki;2020;2;2020-02-01;aiemmin tukea saaneet;7397;Saajakotitaloudet
Pohjois-Savo;Perustoimeentulotuki;2020;2;2020-02-01;uudet saajat;520;Saajat
Pohjois-Savo;Perustoimeentulotuki;2020;2;2020-02-01;uudet saajat;387;Saajakotitaloudet
Pohjois-Savo;Perustoimeentulotuki;2020;2;2020-02-01;aiemmin tukea saaneet;8950;Saajat
Pohjois-Savo;Perustoimeentulotuki;2020;2;2020-02-01;aiemmin tukea saaneet;6144;Saajakotitaloudet
Päijät-Häme;Perustoimeentulotuki;2020;2;2020-02-01;uudet saajat;474;Saajat
Päijät-Häme;Perustoimeentulotuki;2020;2;2020-02-01;uudet saajat;349;Saajakotitaloudet
Päijät-Häme;Perustoimeentulotuki;2020;2;2020-02-01;aiemmin tukea saaneet;9443;Saajat
Päijät-Häme;Perustoimeentulotuki;2020;2;2020-02-01;aiemmin tukea saaneet;6347;Saajakotitaloudet
Satakunta;Perustoimeentulotuki;2020;2;2020-02-01;uudet saajat;412;Saajat
Satakunta;Perustoimeentulotuki;2020;2;2020-02-01;uudet saajat;286;Saajakotitaloudet
Satakunta;Perustoimeentulotuki;2020;2;2020-02-01;aiemmin tukea saaneet;5479;Saajat
Satakunta;Perustoimeentulotuki;2020;2;2020-02-01;aiemmin tukea saaneet;3857;Saajakotitaloudet
Uusimaa;Perustoimeentulotuki;2020;2;2020-02-01;uudet saajat;3762;Saajat
Uusimaa;Perustoimeentulotuki;2020;2;2020-02-01;uudet saajat;2553;Saajakotitaloudet
Uusimaa;Perustoimeentulotuki;2020;2;2020-02-01;aiemmin tukea saaneet;80388;Saajat
Uusimaa;Perustoimeentulotuki;2020;2;2020-02-01;aiemmin tukea saaneet;48723;Saajakotitaloudet
Varsinais-Suomi;Perustoimeentulotuki;2020;2;2020-02-01;uudet saajat;1035;Saajat
Varsinais-Suomi;Perustoimeentulotuki;2020;2;2020-02-01;uudet saajat;746;Saajakotitaloudet
Varsinais-Suomi;Perustoimeentulotuki;2020;2;2020-02-01;aiemmin tukea saaneet;15635;Saajat
Varsinais-Suomi;Perustoimeentulotuki;2020;2;2020-02-01;aiemmin tukea saaneet;9978;Saajakotitaloudet
Etelä-Karjala;Perustoimeentulotuki;2020;3;2020-03-01;uudet saajat;281;Saajat
Etelä-Karjala;Perustoimeentulotuki;2020;3;2020-03-01;uudet saajat;195;Saajakotitaloudet
Etelä-Karjala;Perustoimeentulotuki;2020;3;2020-03-01;aiemmin tukea saaneet;4092;Saajat
Etelä-Karjala;Perustoimeentulotuki;2020;3;2020-03-01;aiemmin tukea saaneet;2874;Saajakotitaloudet
Etelä-Pohjanmaa;Perustoimeentulotuki;2020;3;2020-03-01;uudet saajat;399;Saajat
Etelä-Pohjanmaa;Perustoimeentulotuki;2020;3;2020-03-01;uudet saajat;265;Saajakotitaloudet
Etelä-Pohjanmaa;Perustoimeentulotuki;2020;3;2020-03-01;aiemmin tukea saaneet;4518;Saajat
Etelä-Pohjanmaa;Perustoimeentulotuki;2020;3;2020-03-01;aiemmin tukea saaneet;3049;Saajakotitaloudet
Etelä-Savo;Perustoimeentulotuki;2020;3;2020-03-01;uudet saajat;310;Saajat
Etelä-Savo;Perustoimeentulotuki;2020;3;2020-03-01;uudet saajat;234;Saajakotitaloudet
Etelä-Savo;Perustoimeentulotuki;2020;3;2020-03-01;aiemmin tukea saaneet;4351;Saajat
Etelä-Savo;Perustoimeentulotuki;2020;3;2020-03-01;aiemmin tukea saaneet;3020;Saajakotitaloudet
Kainuu;Perustoimeentulotuki;2020;3;2020-03-01;uudet saajat;100;Saajat
Kainuu;Perustoimeentulotuki;2020;3;2020-03-01;uudet saajat;81;Saajakotitaloudet
Kainuu;Perustoimeentulotuki;2020;3;2020-03-01;aiemmin tukea saaneet;1843;Saajat
Kainuu;Perustoimeentulotuki;2020;3;2020-03-01;aiemmin tukea saaneet;1321;Saajakotitaloudet
Kanta-Häme;Perustoimeentulotuki;2020;3;2020-03-01;uudet saajat;408;Saajat
Kanta-Häme;Perustoimeentulotuki;2020;3;2020-03-01;uudet saajat;306;Saajakotitaloudet
Kanta-Häme;Perustoimeentulotuki;2020;3;2020-03-01;aiemmin tukea saaneet;6367;Saajat
Kanta-Häme;Perustoimeentulotuki;2020;3;2020-03-01;aiemmin tukea saaneet;4250;Saajakotitaloudet
Keski-Pohjanmaa;Perustoimeentulotuki;2020;3;2020-03-01;uudet saajat;122;Saajat
